image_name,pore_id,area_px,bbox_r0,bbox_c0,bbox_r1,bbox_c1,p,A,w,b,c,a,m,Lb,Wb,dH,pHull,Ahull,ece,L_maj,L_min,d_BC,feret_major,feret_minor,w_f,DL_Circ,DL_Rec,DL_Com,DL_Elo,CI_Circ,CI_AR,CI_Con,CI_Sol,LL_Circ,LL_AR,LL_Elo,LL_Con,LL_Sol,LI_AR,LI_Con,LI_Sol,SC_Circ,SC_Rec,SC_ARF,SC_AR,FF,Reg
S1_Grao_2,21,682,14,1030,69,1062,152.894444,612.000000,20.138363,57.089012,87.696173,40.000000,13.344828,45.000000,40.000000,27.914559,142.267027,764.000000,140.898573,48.126853,18.982126,57.567352,58.567248,20.138363,57.089012,1.743456,0.989898,0.532322,2.997416,0.328986,2.535377,0.921541,0.801047,0.573573,0.888889,0.111111,0.930492,0.801047,0.394419,0.930492,0.801047,0.235131,0.532322,0.352754,2.834839,0.328986,0.041178
S1_Grao_2,22,152,16,1097,31,1115,62.325902,152.000000,14.849242,16.970563,43.704557,17.000000,9.117647,17.000000,17.000000,13.911593,56.526912,196.000000,59.721466,16.845880,14.620295,19.257981,19.000000,14.849242,16.970563,1.426073,0.979357,0.603175,1.864516,0.491718,1.152226,0.958213,0.775510,0.701226,1.000000,0.000000,0.906957,0.775510,0.867886,0.906957,0.775510,0.521834,0.603175,0.875000,1.142857,0.491718,0.154772
S1_Grao_2,24,409,19,1526,68,1540,138.651804,409.000000,14.000000,49.000000,71.691322,45.000000,8.320000,49.000000,14.000000,22.820056,115.941125,589.000000,120.718532,52.117662,12.561994,49.040799,50.040602,14.000000,49.000000,1.934011,1.100411,0.596210,5.408654,0.267351,4.148837,0.870660,0.694397,0.517060,0.285714,0.714286,0.836204,0.694397,0.241031,0.836204,0.694397,0.216530,0.596210,0.285714,3.500000,0.267351,0.034514
S1_Grao_2,25,61,27,1293,36,1303,32.041631,61.000000,6.363961,9.899495,27.686614,10.000000,5.600000,10.000000,7.000000,8.812923,32.041631,67.000000,30.051409,11.518304,6.966769,10.770330,11.770265,6.363961,9.899495,1.157297,0.985081,0.968254,1.785714,0.746639,1.653321,0.937886,0.910448,0.864083,0.700000,0.300000,1.000000,0.910448,0.604843,1.000000,0.910448,0.669548,0.968254,0.642857,1.555556,0.746639,0.484041
S1_Grao_2,31,35383,36,498,345,793,1229.457070,35383.000000,165.890799,381.205622,666.810236,371.000000,94.646597,381.000000,171.000000,212.252290,958.354473,48817.000000,971.510367,354.929228,148.668997,381.352231,382.316515,165.890799,381.205622,1.843789,1.123620,0.559517,3.919845,0.294156,2.387379,0.790195,0.724809,0.542362,0.448819,0.551181,0.779494,0.724809,0.418869,0.779494,0.724809,0.309779,0.559517,0.435174,2.297931,0.294156,0.050985
S1_Grao_2,32,522,38,118,82,167,166.350288,522.000000,19.172414,63.068966,80.991638,60.000000,8.285714,63.000000,23.000000,25.780439,148.409163,813.000000,159.952177,62.932677,14.602459,63.253458,64.253313,19.172414,63.068966,2.053919,1.011354,0.431696,7.241379,0.237046,4.309731,0.961538,0.642066,0.486874,0.365079,0.634921,0.892149,0.642066,0.232033,0.892149,0.642066,0.166116,0.431696,0.303991,3.289568,0.237046,0.016999
S1_Grao_2,34,60,39,1248,50,1259,35.112698,60.000000,4.242641,12.727922,27.458737,13.000000,4.307692,12.000000,5.000000,8.740387,35.112698,63.000000,33.314899,15.160556,5.214274,13.038405,14.038403,4.242641,12.727922,1.278744,1.034518,1.111111,3.017857,0.611551,2.907510,0.948799,0.952381,0.782017,0.416667,0.583333,1.000000,0.952381,0.343937,1.000000,0.952381,0.449379,1.111111,0.333333,3.000000,0.611551,0.305353
S1_Grao_2,36,363,43,1088,71,1109,89.296465,363.000000,19.798990,24.748737,67.539563,23.000000,14.840000,26.000000,22.000000,21.498511,80.325902,426.000000,79.164549,25.141190,19.426607,28.160256,29.160198,19.798990,24.748737,1.322136,1.002256,0.740816,1.549865,0.572068,1.294163,0.886536,0.852113,0.756352,0.846154,0.153846,0.899542,0.852113,0.772700,0.899542,0.852113,0.582832,0.740816,0.800000,1.250000,0.572068,0.247003
S1_Grao_2,38,74,45,11,56,25,42.183766,74.000000,5.723989,14.521971,30.494449,15.000000,4.866667,13.000000,10.000000,9.706685,40.526912,90.000000,42.729463,17.046072,6.064158,14.866069,15.866019,5.723989,14.521971,1.383326,1.041782,0.890241,3.082192,0.522578,2.810954,1.012936,0.822222,0.722895,0.769231,0.230769,0.960723,0.822222,0.355751,0.960723,0.822222,0.426334,0.890241,0.394161,2.537037,0.522578,0.198339
S1_Grao_2,39,229,45,524,61,556,83.982756,229.000000,9.216354,32.596788,53.644188,31.000000,6.787879,27.000000,22.000000,17.075475,80.669048,284.000000,80.907021,36.397246,8.882226,32.984845,33.984639,9.216354,32.596788,1.565552,1.004263,0.762257,4.566964,0.408005,4.097762,0.963377,0.806338,0.638752,0.814815,0.185185,0.960543,0.806338,0.244036,0.960543,0.806338,0.267989,0.762257,0.282738,3.536842,0.408005,0.083346
S1_Grao_2,41,143,49,484,64,505,60.911688,143.000000,8.068934,23.329743,42.390931,23.000000,6.041667,22.000000,10.000000,13.493452,58.426407,163.000000,59.544269,24.861033,7.943399,23.706539,24.706350,8.068934,23.329743,1.436904,0.969972,0.759644,3.806897,0.484334,3.129773,0.977551,0.877301,0.695941,0.454545,0.545455,0.959199,0.877301,0.319512,0.959199,0.877301,0.323974,0.759644,0.345865,2.891304,0.484334,0.119197
S1_Grao_2,42,330,56,457,87,480,92.124892,330.000000,13.651198,34.009082,64.396446,35.000000,9.542857,29.000000,25.000000,20.498026,87.982756,413.000000,88.919358,37.324644,12.646760,34.014703,35.014694,13.651198,34.009082,1.430590,0.966475,0.710801,3.667665,0.488618,2.951321,0.965204,0.799031,0.699012,0.862069,0.137931,0.955038,0.799031,0.338831,0.955038,0.799031,0.363154,0.710801,0.401399,2.491289,0.488618,0.126127
S1_Grao_2,43,150,56,1202,82,1217,71.740115,150.000000,8.098894,28.212630,43.416075,29.000000,5.310345,22.000000,20.000000,13.819766,68.426407,195.000000,65.073943,30.500225,7.366019,28.231188,29.231163,8.098894,28.212630,1.652386,0.987842,0.656481,5.461039,0.366249,4.140666,0.907079,0.769231,0.605185,0.909091,0.090909,0.953810,0.769231,0.241507,0.953810,0.769231,0.239631,0.656481,0.287066,3.483516,0.366249,0.057616
S1_Grao_2,45,346,60,370,99,409,126.409163,346.000000,10.523011,51.738137,65.939095,49.000000,6.711538,52.000000,13.000000,20.989066,119.580736,490.000000,123.247639,58.706542,9.670858,51.744588,52.739714,10.523011,51.738137,1.917059,1.015153,0.635514,7.300860,0.272100,6.070458,0.974990,0.706122,0.521632,0.250000,0.750000,0.945982,0.706122,0.164732,0.945982,0.706122,0.164534,0.635514,0.203390,4.916667,0.272100,0.028452
S1_Grao_2,48,672,70,1503,118,1558,186.936075,672.000000,26.070909,65.177273,91.894510,42.000000,10.424242,64.000000,31.000000,29.250931,150.308658,1344.000000,179.831355,81.122566,23.259094,65.215029,66.215004,26.070909,65.177273,2.034246,1.024328,0.395473,4.029070,0.241653,3.487778,0.961994,0.500000,0.491583,0.484375,0.515625,0.804064,0.500000,0.286715,0.804064,0.500000,0.201180,0.395473,0.400000,2.500000,0.241653,0.019226
S1_Grao_2,50,60,75,301,85,311,33.698485,60.000000,5.656854,10.606602,27.458737,11.000000,5.545455,11.000000,6.000000,8.740387,32.870058,66.000000,33.350599,12.142087,6.640679,11.180340,12.180333,5.656854,10.606602,1.227241,1.036019,1.000000,1.983607,0.663958,1.828441,0.989677,0.909091,0.814836,0.545455,0.454545,0.975416,0.909091,0.546914,0.975416,0.909091,0.611155,1.000000,0.533333,1.875000,0.663958,0.405781
S1_Grao_2,52,154,77,262,94,282,72.468037,154.000000,14.849242,18.384776,43.991148,16.000000,8.684211,19.000000,16.000000,14.002817,61.012193,231.000000,61.358182,20.139585,14.215367,20.345535,21.248301,14.849242,18.384776,1.647332,1.090269,0.564103,1.842424,0.368500,1.416747,0.846693,0.666667,0.607042,0.842105,0.157895,0.841919,0.666667,0.705842,0.841919,0.666667,0.473688,0.564103,0.807692,1.238095,0.368500,0.098466
S1_Grao_2,54,563,81,1282,107,1317,116.610173,563.000000,26.613998,33.681615,84.112227,33.000000,16.457143,32.000000,31.000000,26.773753,105.497475,652.000000,108.241337,36.677558,22.006407,38.910153,39.909792,26.613998,33.681615,1.386364,0.966987,0.628066,2.005208,0.520290,1.666676,0.928232,0.863497,0.721311,0.968750,0.031250,0.904702,0.863497,0.599997,0.904702,0.863497,0.473470,0.628066,0.790164,1.265560,0.520290,0.154719
S1_Grao_2,56,730,84,401,140,455,189.622366,730.000000,27.718516,69.893540,95.778132,43.000000,10.253521,70.000000,28.000000,30.487126,175.379726,1315.000000,189.445120,79.368740,23.922030,70.000000,70.999726,27.718516,69.893540,1.979809,0.971306,0.376804,4.193681,0.255125,3.317810,0.999065,0.555133,0.505099,0.400000,0.600000,0.924889,0.555133,0.301404,0.924889,0.555133,0.189687,0.376804,0.396582,2.521547,0.255125,0.018235
S1_Grao_2,57,161,93,1358,112,1373,56.083261,161.000000,12.020815,16.263456,44.979836,16.000000,9.470588,15.000000,15.000000,14.317527,54.426407,179.000000,54.979259,18.082332,12.232410,19.416488,20.416451,12.020815,16.263456,1.246853,0.991421,0.823529,1.689441,0.643234,1.478231,0.980315,0.899441,0.802019,1.000000,0.000000,0.970457,0.899441,0.676484,0.970457,0.899441,0.543744,0.823529,0.739130,1.352941,0.643234,0.288033
S1_Grao_2,59,126,101,362,118,375,50.183766,126.000000,7.778175,18.384776,39.791490,19.000000,6.631579,18.000000,10.000000,12.666025,49.355339,136.000000,47.605397,20.601421,7.956781,19.235384,20.235353,7.778175,18.384776,1.261168,0.959062,0.881119,2.865079,0.628715,2.589165,0.948621,0.926471,0.792916,0.555556,0.444444,0.983492,0.926471,0.386225,0.983492,0.926471,0.433590,0.881119,0.423077,2.363636,0.628715,0.240197
S1_Grao_2,60,65,101,1442,108,1453,32.041631,65.000000,7.778175,8.485281,28.579960,9.000000,7.333333,11.000000,7.000000,9.097284,31.213203,67.000000,28.834968,10.902224,7.760175,11.045361,12.045297,7.778175,8.485281,1.121122,0.985081,0.984848,1.227273,0.795599,1.404894,0.899922,0.970149,0.891963,0.636364,0.363636,0.974145,0.970149,0.711797,0.974145,0.970149,0.678365,0.984848,0.916667,1.090909,0.795599,0.531529
S1_Grao_2,62,15287,103,799,362,1006,1185.214429,15287.000000,148.331987,233.309011,438.294544,98.000000,71.102564,226.000000,205.000000,139.513487,719.259018,30592.000000,751.895198,273.398390,137.765789,260.621084,261.617615,148.331987,233.309011,2.704151,1.552787,0.441729,1.378291,0.136753,1.984516,0.634396,0.499706,0.369802,0.907080,0.092920,0.606860,0.499706,0.503901,0.606860,0.499706,0.286558,0.441729,0.635775,1.572884,0.136753,0.017310
S1_Grao_2,64,1287,110,1199,155,1283,264.291414,1287.000000,34.361208,81.744298,127.172792,66.000000,15.819277,79.000000,55.000000,40.480357,215.137085,2223.000000,226.855008,86.246411,29.151539,84.380092,85.379835,34.361208,81.744298,2.078207,1.138152,0.458197,4.172125,0.231538,2.958554,0.858352,0.578947,0.481184,0.696203,0.303797,0.814015,0.578947,0.338003,0.814015,0.578947,0.230149,0.458197,0.420350,2.378970,0.231538,0.024417
S1_Grao_2,65,1952,111,1005,187,1112,375.085353,1952.000000,44.665696,118.067364,156.619141,108.000000,16.781513,107.000000,60.000000,49.853421,290.333044,3796.000000,297.693979,119.908889,31.187858,119.570902,120.569905,44.665696,118.067364,2.394888,1.152456,0.370148,6.435653,0.174353,3.844730,0.793670,0.514226,0.417556,0.560748,0.439252,0.774045,0.514226,0.260096,0.774045,0.514226,0.173836,0.370148,0.378307,2.643357,0.174353,0.011219
S1_Grao_2,67,93,120,530,129,547,51.254834,93.000000,8.356290,17.269666,34.185852,17.000000,5.222222,15.000000,11.000000,10.881695,45.455844,119.000000,44.461014,17.557878,8.061263,17.464249,18.464239,8.356290,17.269666,1.499300,1.000057,0.644444,3.255319,0.444860,2.178056,0.867450,0.781513,0.666978,0.733333,0.266667,0.886860,0.781513,0.459125,0.886860,0.781513,0.388234,0.644444,0.483871,2.066667,0.444860,0.111302
S1_Grao_2,68,713,121,298,150,332,110.124892,713.000000,27.577164,33.941125,94.656338,33.000000,21.058824,33.000000,30.000000,30.130048,105.982756,765.000000,103.264580,34.713804,26.649408,35.846897,36.846896,27.577164,33.941125,1.163418,0.895058,0.761752,1.567039,0.738803,1.302611,0.937704,0.932026,0.859536,0.909091,0.090909,0.962387,0.932026,0.767689,0.962387,0.932026,0.706475,0.761752,0.812500,1.230769,0.738803,0.397593
S1_Grao_2,71,1431,131,462,196,522,225.605122,1431.000000,36.734254,78.234661,134.098756,78.000000,18.164557,78.000000,41.000000,42.684960,204.208153,1912.000000,221.020952,75.169101,31.884967,78.644771,79.644515,36.734254,78.234661,1.682380,0.981157,0.497931,4.294077,0.353306,2.357509,0.979681,0.748431,0.594396,0.525641,0.474359,0.905157,0.748431,0.424177,0.905157,0.748431,0.294585,0.497931,0.469539,2.129747,0.353306,0.051824
S1_Grao_2,73,910,135,176,193,226,233.605122,910.000000,42.870987,61.109788,106.936417,51.000000,15.564516,59.000000,54.000000,34.038919,179.580736,1860.000000,198.829629,63.972693,39.023679,64.404969,62.220891,42.870987,61.109788,2.184524,1.123309,0.347350,3.276684,0.209549,1.639330,0.851136,0.489247,0.457766,0.915254,0.084746,0.768736,0.489247,0.610005,0.768736,0.489247,0.279327,0.347350,0.701540,1.425435,0.209549,0.020331
S1_Grao_2,74,1270,138,904,188,962,242.877200,1270.000000,36.704223,64.581124,126.330086,59.000000,20.830769,62.000000,52.000000,40.212115,183.095454,1934.000000,190.574867,72.014452,32.081653,67.801180,68.800545,36.704223,64.581124,1.922560,1.198975,0.535775,2.832349,0.270545,2.244724,0.784655,0.656670,0.520140,0.838710,0.161290,0.753860,0.656670,0.445489,0.753860,0.656670,0.351754,0.535775,0.568343,1.759501,0.270545,0.050987
S1_Grao_2,75,63,143,963,151,973,30.627417,63.000000,7.071068,8.485281,28.136833,10.000000,6.500000,9.000000,9.000000,8.956232,30.627417,65.000000,28.202980,10.445397,7.868615,10.198039,11.197983,7.071068,8.485281,1.088517,0.984402,1.050000,1.538462,0.843975,1.327476,0.920841,0.969231,0.918681,1.000000,0.000000,1.000000,0.969231,0.753309,1.000000,0.969231,0.771289,1.050000,0.833333,1.200000,0.843975,0.683497
S1_Grao_2,77,50,146,1286,153,1296,30.627417,50.000000,6.363961,9.192388,25.066283,10.000000,4.800000,9.000000,8.000000,7.978846,29.798990,58.000000,28.617923,11.408729,6.114974,10.440307,11.440243,6.363961,9.192388,1.221857,0.984402,0.854701,2.083333,0.669822,1.865704,0.934389,0.862069,0.818426,0.888889,0.111111,0.972951,0.862069,0.535991,0.972951,0.862069,0.584055,0.854701,0.692308,1.444444,0.669822,0.334370
S1_Grao_2,78,879,147,106,175,182,223.220346,879.000000,23.193871,76.139673,105.099190,72.000000,11.818182,74.000000,37.000000,33.454111,186.811183,1574.000000,197.780954,90.379634,18.546455,76.418855,77.295172,23.193871,76.139673,2.123902,1.123590,0.497742,6.092308,0.221682,4.873149,0.886035,0.558450,0.470832,0.500000,0.500000,0.836891,0.558450,0.205206,0.836891,0.558450,0.191645,0.497742,0.304623,3.282750,0.221682,0.021146
S1_Grao_2,79,100,150,1171,161,1189,49.597980,100.000000,9.899495,15.556349,35.449077,14.000000,5.875000,16.000000,12.000000,11.283792,47.941125,121.000000,49.391808,18.915669,7.980318,18.439089,19.439087,9.899495,15.556349,1.399133,0.974196,0.649351,2.382979,0.510836,2.370290,0.995843,0.826446,0.714728,0.750000,0.250000,0.966594,0.826446,0.421889,0.966594,0.826446,0.374482,0.649351,0.636364,1.571429,0.510836,0.124220
S1_Grao_2,80,373,151,427,186,460,124.651804,373.000000,14.657365,44.164322,68.463539,43.000000,8.400000,44.000000,22.000000,21.792621,110.124892,551.000000,114.056821,49.811285,13.104830,44.204072,45.204039,14.657365,44.164322,1.820703,1.059574,0.576211,5.119048,0.301663,3.800987,0.915003,0.676951,0.549238,0.500000,0.500000,0.883460,0.676951,0.263090,0.883460,0.676951,0.243049,0.576211,0.331882,3.013115,0.301663,0.042247
S1_Grao_2,81,601,156,1275,238,1297,192.509668,601.000000,11.822710,83.084365,86.904481,79.000000,7.240964,77.000000,36.000000,27.662555,185.053824,854.000000,179.343560,88.844214,10.212066,83.186537,84.186213,11.822710,83.084365,2.215187,1.014201,0.611840,10.910150,0.203788,8.699925,0.931608,0.703747,0.451429,0.467532,0.532468,0.961270,0.703747,0.114944,0.961270,0.703747,0.110580,0.611840,0.142298,7.027523,0.203788,0.013788
S1_Grao_2,82,111,159,49,168,70,59.254834,111.000000,8.545825,21.021482,37.347920,19.000000,5.045455,20.000000,10.000000,11.888212,53.455844,163.000000,52.819372,23.157200,8.250871,21.023796,22.023724,8.545825,21.021482,1.586563,1.002033,0.617882,3.765766,0.397270,2.806637,0.891393,0.680982,0.630293,0.500000,0.500000,0.902135,0.680982,0.356298,0.902135,0.680982,0.319750,0.617882,0.406528,2.459854,0.397270,0.078488
S1_Grao_2,83,214,159,1516,180,1543,77.053824,214.000000,9.893615,28.608629,51.857529,28.000000,7.068966,27.000000,14.000000,16.506764,74.811183,256.000000,76.573658,33.163345,9.253093,29.966648,30.966492,9.893615,28.608629,1.485875,1.000641,0.756070,3.960976,0.452934,3.584028,0.993768,0.835938,0.673004,0.518519,0.481481,0.970895,0.835938,0.279016,0.970895,0.835938,0.303422,0.756070,0.345826,2.891626,0.452934,0.103907
S1_Grao_2,84,82,162,10,170,27,49.597980,82.000000,6.575959,17.097495,32.100505,17.000000,4.500000,17.000000,9.000000,10.217908,44.627417,115.000000,41.620764,20.205763,6.439272,17.117243,18.117083,6.575959,17.097495,1.545084,1.047544,0.729327,3.777778,0.418886,3.137896,0.839162,0.713043,0.647214,0.529412,0.470588,0.899783,0.713043,0.318685,0.899783,0.713043,0.356333,0.729327,0.384615,2.600000,0.418886,0.108862
S1_Grao_2,87,339,166,1151,181,1193,108.710678,339.000000,11.587652,42.578673,65.268673,43.000000,7.906977,40.000000,18.000000,20.775664,100.426407,443.000000,97.270232,46.447875,11.136863,42.579338,43.579128,11.587652,42.578673,1.665587,1.003490,0.687088,5.438235,0.360467,4.170643,0.894762,0.765237,0.600389,0.450000,0.550000,0.923795,0.765237,0.239771,0.923795,0.765237,0.238074,0.687088,0.272147,3.674487,0.360467,0.058964
S1_Grao_2,88,405,170,249,194,282,119.823376,405.000000,21.136794,35.227989,71.339891,32.000000,11.361111,30.000000,27.000000,22.708193,99.840620,578.000000,100.519992,35.029882,18.764338,36.715120,37.715015,21.136794,35.227989,1.679613,1.062928,0.543911,2.816626,0.354472,1.866833,0.838901,0.700692,0.595375,0.900000,0.100000,0.833232,0.700692,0.535667,0.833232,0.700692,0.382539,0.543911,0.600000,1.666667,0.354472,0.073754
S1_Grao_2,90,53,173,89,183,101,38.526912,53.000000,5.000000,13.200000,25.807318,13.000000,3.785714,13.000000,8.000000,8.214724,36.284271,70.000000,36.308667,15.861597,5.318579,13.416408,14.416330,5.000000,13.200000,1.492868,1.058432,0.803030,3.433962,0.448701,2.982300,0.942424,0.757143,0.669852,0.615385,0.384615,0.941790,0.757143,0.335312,0.941790,0.757143,0.374898,0.803030,0.378788,2.640000,0.448701,0.135084
S1_Grao_2,92,127,173,343,185,359,50.183766,127.000000,11.313708,14.849242,39.949081,15.000000,8.400000,13.000000,13.000000,12.716187,47.698485,145.000000,48.162460,16.680595,10.498655,16.763055,17.763000,11.313708,14.849242,1.256193,0.959062,0.755952,1.785714,0.633705,1.588832,0.959722,0.875862,0.796056,1.000000,0.000000,0.950476,0.875862,0.629393,0.950476,0.875862,0.575450,0.755952,0.761905,1.312500,0.633705,0.275670
S1_Grao_2,95,4196,187,79,260,201,426.499567,4196.000000,71.686008,119.722130,229.626852,110.000000,35.528926,122.000000,73.000000,73.092497,340.693434,6902.000000,339.878307,120.025478,55.219844,126.384334,127.384120,71.686008,119.722130,1.857359,1.114110,0.488907,3.096069,0.289873,2.173593,0.796902,0.607940,0.538399,0.598361,0.401639,0.798813,0.607940,0.460068,0.798813,0.607940,0.334471,0.488907,0.598770,1.670091,0.289873,0.047402
S1_Grao_2,96,79,187,1552,204,1558,28.213203,79.000000,6.000000,17.000000,31.507829,14.000000,4.388889,15.000000,9.000000,10.029253,27.384776,84.000000,41.069952,17.360097,6.033969,17.464249,18.464095,6.000000,17.000000,0.895435,0.613331,0.774510,3.189873,1.247189,2.877061,1.455700,0.940476,1.116776,0.600000,0.400000,0.970637,0.940476,0.347577,0.970637,0.940476,0.329790,0.774510,0.352941,2.833333,1.247189,0.318564
S1_Grao_2,97,169,192,357,226,363,85.740115,169.000000,6.000000,34.000000,46.083800,35.000000,4.828571,34.000000,7.000000,14.668929,75.798990,208.000000,79.471568,36.362672,6.424800,34.000000,35.000000,6.000000,34.000000,1.860526,1.071751,0.828431,7.248521,0.288887,5.659736,0.926889,0.812500,0.537482,0.205882,0.794118,0.884055,0.812500,0.176687,0.884055,0.812500,0.186140,0.828431,0.176471,5.666667,0.288887,0.044548
S1_Grao_2,98,61,193,322,203,336,44.426407,61.000000,5.144958,15.091875,27.686614,16.000000,3.875000,13.000000,10.000000,8.812923,40.284271,84.000000,40.242280,18.353099,5.154332,15.231546,16.231418,5.144958,15.091875,1.604617,1.097662,0.785606,4.129032,0.388380,3.560713,0.905819,0.726190,0.623202,0.769231,0.230769,0.906764,0.726190,0.280843,0.906764,0.726190,0.334774,0.785606,0.340909,2.933333,0.388380,0.102144
S1_Grao_2,99,150,194,206,220,217,71.740115,150.000000,10.198039,26.083446,43.416075,23.000000,5.629630,24.000000,12.000000,13.819766,65.112698,221.000000,66.288180,28.398461,9.374309,26.172505,27.172297,10.198039,26.083446,1.652386,0.988660,0.563910,4.085526,0.366249,3.029393,0.924004,0.678733,0.605185,0.500000,0.500000,0.907619,0.678733,0.330099,0.907619,0.678733,0.278812,0.563910,0.390977,2.557692,0.366249,0.057583
S1_Grao_2,100,114,199,286,214,299,46.183766,114.000000,8.485281,14.849242,37.849257,16.000000,7.250000,15.000000,10.000000,12.047793,45.355339,124.000000,45.848723,16.835905,9.105084,16.155494,17.155397,8.485281,14.849242,1.220203,0.989602,0.904762,2.206897,0.671639,1.849066,0.992745,0.919355,0.819536,0.666667,0.333333,0.982062,0.919355,0.540813,0.982062,0.919355,0.556128,0.904762,0.571429,1.750000,0.671639,0.337944
