image_name,pore_id,area_px,bbox_r0,bbox_c0,bbox_r1,bbox_c1,p,A,w,b,c,a,m,Lb,Wb,dH,pHull,Ahull,ece,L_maj,L_min,d_BC,feret_major,feret_minor,w_f,DL_Circ,DL_Rec,DL_Com,DL_Elo,CI_Circ,CI_AR,CI_Con,CI_Sol,LL_Circ,LL_AR,LL_Elo,LL_Con,LL_Sol,LI_AR,LI_Con,LI_Sol,SC_Circ,SC_Rec,SC_ARF,SC_AR,FF,Reg
S1_Grao_3,12,9750,0,1365,191,1558,1088.281925,9750.000000,178.757399,204.981582,350.031589,91.000000,79.058252,204.000000,194.000000,111.418515,447.123412,25889.000000,712.863921,202.322433,149.543970,230.071559,215.506295,178.757399,204.981582,3.109096,1.417998,0.266088,1.151050,0.103450,1.352929,0.655036,0.376608,0.321637,0.950980,0.049020,0.410853,0.376608,0.739137,0.410853,0.376608,0.234525,0.266088,0.872066,1.146703,0.103450,0.006456
S1_Grao_3,15,153,33,587,47,605,63.740115,153.000000,14.084057,16.132647,43.848087,16.000000,9.058824,17.000000,13.000000,13.957279,54.526912,202.000000,52.654290,18.363039,12.397935,18.251096,19.248138,14.084057,16.132647,1.453658,1.054717,0.673377,1.766234,0.473234,1.481137,0.826078,0.757426,0.687920,0.764706,0.235294,0.855457,0.757426,0.675157,0.855457,0.757426,0.584822,0.673377,0.873016,1.145455,0.473234,0.186362
S1_Grao_3,16,296,39,1126,58,1165,116.267027,296.000000,15.450645,38.298509,60.988898,20.000000,7.717949,38.000000,20.000000,19.413369,100.669048,477.000000,101.624126,42.279091,13.687383,39.058287,40.051209,15.450645,38.298509,1.906364,1.081571,0.500223,2.591362,0.275162,3.088910,0.874058,0.620545,0.524559,0.526316,0.473684,0.865843,0.620545,0.323739,0.865843,0.620545,0.247045,0.500223,0.403427,2.478764,0.275162,0.034004
S1_Grao_3,20,119,109,865,123,877,42.526912,119.000000,9.899495,12.020815,38.670378,13.000000,9.461538,12.000000,11.000000,12.309163,42.526912,125.000000,41.392899,13.673313,11.251880,14.035669,15.035653,9.899495,12.020815,1.099728,0.970034,1.000000,1.373984,0.826855,1.215203,0.973334,0.952000,0.909315,0.916667,0.083333,1.000000,0.952000,0.822908,1.000000,0.952000,0.769114,1.000000,0.823529,1.214286,0.826855,0.635946
S1_Grao_3,21,103,114,1394,132,1413,51.254834,89.000000,7.027819,23.426064,33.442592,18.000000,4.120000,23.000000,9.000000,10.645108,59.254834,114.000000,57.108376,19.726098,6.793775,23.600847,24.600840,7.027819,23.426064,1.532621,0.841516,0.540593,4.368932,0.425726,2.903555,1.114205,0.780702,0.652477,0.391304,0.608696,1.156083,0.780702,0.344405,1.156083,0.780702,0.203444,0.540593,0.300000,3.333333,0.425726,0.046821
S1_Grao_3,25,2367,171,92,219,159,208.350288,2367.000000,46.479524,65.502789,172.466226,66.000000,35.522388,67.000000,50.000000,54.897705,195.923882,2524.000000,195.195103,69.793218,44.287485,67.765205,68.741741,46.479524,65.502789,1.208064,0.930282,0.777458,1.857983,0.685204,1.575913,0.936860,0.937797,0.827771,0.746269,0.253731,0.940358,0.937797,0.634553,0.940358,0.937797,0.656289,0.777458,0.709581,1.409283,0.685204,0.349616
S1_Grao_3,26,53,178,960,191,965,37.941125,53.000000,5.000000,13.000000,25.807318,13.000000,3.785714,13.000000,5.000000,8.214724,32.970563,64.000000,30.099425,14.153714,5.281930,13.038405,14.038384,5.000000,13.000000,1.470169,1.053920,0.815385,3.433962,0.462664,2.679648,0.793319,0.828125,0.680194,0.384615,0.615385,0.868993,0.828125,0.373183,0.868993,0.828125,0.396951,0.815385,0.384615,2.600000,0.462664,0.149749
S1_Grao_3,27,694,184,1365,234,1405,164.936075,694.000000,23.297408,60.184971,93.386622,60.000000,11.508197,59.000000,25.000000,29.725885,146.509668,1000.000000,145.245532,58.254675,20.094478,60.216277,61.216064,23.297408,60.184971,1.766164,0.987850,0.494953,5.213675,0.320581,2.899039,0.880617,0.694000,0.566199,0.423729,0.576271,0.888282,0.694000,0.344942,0.888282,0.694000,0.243692,0.494953,0.387097,2.583333,0.320581,0.038667
S1_Grao_3,28,78682,187,345,629,1051,7098.720123,78556.000000,458.948258,657.363346,993.561176,215.000000,231.083587,676.000000,518.000000,316.260345,1721.179941,218283.000000,1953.526604,660.894710,399.861744,706.002833,707.002698,458.948258,657.363346,7.144724,3.179542,0.260382,0.930399,0.019590,1.652808,0.275194,0.359881,0.139963,0.766272,0.233728,0.242463,0.359881,0.605031,0.242463,0.359881,0.200667,0.260382,0.698165,1.432326,0.019590,0.001024
S1_Grao_3,30,437,198,1534,231,1558,100.539105,437.000000,24.000000,33.000000,74.104682,23.000000,15.941176,34.000000,24.000000,23.588253,75.669048,603.000000,101.597579,33.773295,23.434665,36.235342,37.235340,24.000000,33.000000,1.356717,0.881922,0.551768,1.442804,0.543277,1.441168,1.010528,0.724710,0.737073,0.705882,0.294118,0.752633,0.724710,0.693882,0.752633,0.724710,0.423767,0.551768,0.727273,1.375000,0.543277,0.127029
S1_Grao_3,35,2435,227,1,284,193,551.068109,2435.000000,48.801796,191.565750,174.926020,64.000000,12.833333,191.000000,60.000000,55.680681,442.835570,6319.000000,471.203931,209.973074,45.217506,192.010663,193.008853,48.801796,191.565750,3.150292,1.146303,0.260463,4.987013,0.100762,4.643624,0.855074,0.385346,0.317431,0.314136,0.685864,0.803595,0.385346,0.215349,0.803595,0.385346,0.084093,0.260463,0.254752,3.925383,0.100762,0.002207
S1_Grao_3,36,3794,236,196,396,382,1039.533188,3794.000000,90.277119,222.456755,218.350201,99.000000,25.659193,228.000000,95.000000,69.503028,560.097546,14084.000000,580.728700,219.574630,85.039326,231.138487,232.138250,90.277119,222.456755,4.760853,1.662009,0.188918,3.858266,0.044119,2.582036,0.558644,0.269384,0.210046,0.416667,0.583333,0.538797,0.269384,0.387291,0.538797,0.269384,0.090420,0.188918,0.405819,2.464154,0.044119,0.000754
S1_Grao_3,37,3043,241,333,388,423,416.884343,2563.000000,89.061058,133.813697,179.464782,54.000000,25.570370,155.000000,80.000000,57.125414,393.646753,4369.000000,406.963168,88.265000,53.027665,159.539964,160.539858,89.061058,133.813697,2.322931,0.935244,0.215060,2.111819,0.185322,1.664509,0.976202,0.586633,0.430491,0.516129,0.483871,0.944259,0.586633,0.600778,0.944259,0.586633,0.128209,0.215060,0.665560,1.502494,0.185322,0.005110
S1_Grao_3,38,63,249,967,258,980,37.112698,63.000000,6.363961,12.020815,28.136833,12.000000,5.166667,11.000000,10.000000,8.956232,36.284271,72.000000,34.578619,14.551603,5.983425,13.601471,14.601449,6.363961,12.020815,1.319008,1.009332,0.823529,2.322581,0.574785,2.431986,0.931719,0.875000,0.758146,0.909091,0.090909,0.977678,0.875000,0.411187,0.977678,0.875000,0.433590,0.823529,0.529412,1.888889,0.574785,0.205241
S1_Grao_3,41,53,258,274,268,285,33.698485,53.000000,4.242641,12.020815,25.807318,12.000000,3.916667,11.000000,4.000000,8.214724,33.698485,58.000000,30.303833,14.312765,4.887107,12.529964,13.529941,4.242641,12.020815,1.305772,1.036019,1.039216,3.063830,0.586496,2.928678,0.899264,0.913793,0.765830,0.363636,0.636364,1.000000,0.913793,0.341451,1.000000,0.913793,0.429820,1.039216,0.352941,2.833333,0.586496,0.261973
S1_Grao_3,42,316,266,907,284,932,70.911688,316.000000,18.384776,19.798990,63.015658,20.000000,14.809524,25.000000,18.000000,20.058507,70.083261,332.000000,68.376208,23.466905,17.462890,25.019992,26.019825,18.384776,19.798990,1.125303,0.928558,0.868132,1.350482,0.789698,1.343816,0.964245,0.951807,0.888650,0.720000,0.280000,0.988317,0.951807,0.744150,0.988317,0.951807,0.642722,0.868132,0.928571,1.076923,0.789698,0.440626
S1_Grao_3,43,61,269,401,275,414,36.284271,61.000000,5.656854,12.869343,27.686614,13.000000,4.357143,12.000000,6.000000,8.812923,33.798990,70.000000,31.622691,13.549613,6.065267,13.000000,13.999966,5.656854,12.869343,1.310535,0.979269,0.837912,2.983607,0.582241,2.233968,0.871526,0.871429,0.763047,0.500000,0.500000,0.931505,0.871429,0.447634,0.931505,0.871429,0.459572,0.837912,0.439560,2.275000,0.582241,0.224210
S1_Grao_3,45,106,274,404,291,424,63.396970,106.000000,8.485281,22.627417,36.497059,23.000000,4.130435,23.000000,10.000000,11.617375,59.254834,160.000000,59.992917,27.663153,7.341747,23.021729,24.021679,8.485281,22.627417,1.737043,1.018828,0.552083,5.568421,0.331420,3.767925,0.946306,0.662500,0.575691,0.434783,0.565217,0.934664,0.662500,0.265398,0.934664,0.662500,0.254648,0.552083,0.375000,2.666667,0.331420,0.046593
S1_Grao_3,47,265,287,948,305,976,86.811183,265.000000,15.886291,27.945633,57.706917,27.000000,9.068966,27.000000,21.000000,18.368682,79.012193,382.000000,80.735874,30.768284,15.104511,28.515391,29.442697,15.886291,27.945633,1.504346,0.990273,0.596911,2.977186,0.441880,2.037026,0.930017,0.693717,0.664741,0.777778,0.222222,0.910161,0.693717,0.490912,0.910161,0.693717,0.414951,0.596911,0.568471,1.759104,0.441880,0.109449
S1_Grao_3,49,6852,303,28,467,279,1637.454111,6852.000000,142.793975,230.350433,293.436145,53.000000,65.450216,247.000000,159.000000,93.403626,672.322943,25565.000000,685.730436,253.645528,151.275998,255.738147,256.738121,142.793975,230.350433,5.580274,2.194129,0.208314,0.809776,0.032114,1.676707,0.418778,0.268023,0.179203,0.643725,0.356275,0.410590,0.268023,0.596407,0.410590,0.268023,0.133394,0.208314,0.619899,1.613166,0.032114,0.000892
S1_Grao_3,50,82,304,540,311,554,42.769553,82.000000,7.000000,14.000000,32.100505,15.000000,5.466667,14.000000,7.000000,10.217908,37.798990,96.000000,35.872657,15.367044,7.242158,14.035669,15.035653,7.000000,14.000000,1.332364,1.018323,0.836735,2.743902,0.563319,2.121887,0.838743,0.854167,0.750546,0.500000,0.500000,0.883783,0.854167,0.471279,0.883783,0.854167,0.529978,0.836735,0.500000,2.000000,0.563319,0.249804
S1_Grao_3,51,136,306,877,319,892,48.183766,136.000000,10.606602,14.142136,41.340373,15.000000,9.066667,14.000000,12.000000,13.159049,46.526912,147.000000,45.734034,16.312574,10.945734,15.811388,16.811378,10.606602,14.142136,1.165538,0.973459,0.906667,1.654412,0.736118,1.490313,0.949159,0.925170,0.857973,0.857143,0.142857,0.965614,0.925170,0.671000,0.965614,0.925170,0.692642,0.906667,0.750000,1.333333,0.736118,0.462279
S1_Grao_3,52,97,309,1048,322,1061,43.355339,97.000000,7.071068,14.849242,34.913292,16.000000,6.187500,15.000000,7.000000,11.113246,42.526912,107.000000,41.073719,16.641267,7.665093,15.281634,16.264311,7.071068,14.849242,1.241800,0.988931,0.923810,2.585859,0.648480,2.171046,0.947374,0.906542,0.805282,0.466667,0.533333,0.980892,0.906542,0.460608,0.980892,0.906542,0.528862,0.923810,0.476190,2.100000,0.648480,0.316826
S1_Grao_3,53,143,311,0,333,8,37.870058,143.000000,8.000000,22.000000,42.390931,21.000000,6.217391,21.000000,10.000000,13.493452,35.384776,158.000000,55.907790,23.736824,8.104774,22.803509,23.803300,8.000000,22.000000,0.893353,0.631168,0.812500,3.377622,1.253008,2.928746,1.476306,0.905063,1.119379,0.476190,0.523810,0.934373,0.905063,0.341443,0.934373,0.905063,0.350141,0.812500,0.363636,2.750000,1.253008,0.356468
S1_Grao_3,56,479,315,164,352,185,107.781746,479.000000,19.321188,37.336282,77.584093,35.000000,12.789474,35.000000,23.000000,24.695784,99.497475,561.000000,103.969695,33.508648,20.307081,37.336309,38.336282,19.321188,37.336282,1.389225,0.951170,0.664004,2.736626,0.518149,1.650097,0.964632,0.853832,0.719826,0.657143,0.342857,0.923138,0.853832,0.606025,0.923138,0.853832,0.437505,0.664004,0.517491,1.932401,0.518149,0.150525
S1_Grao_3,57,599,318,900,366,972,207.119841,599.000000,12.031369,84.343620,86.759760,80.000000,7.011765,76.000000,40.000000,27.616489,188.936075,923.000000,183.189100,92.973566,10.347537,84.380092,85.379654,12.031369,84.343620,2.387280,1.074552,0.590282,11.409396,0.175466,8.985091,0.884459,0.648971,0.418887,0.526316,0.473684,0.912207,0.648971,0.111295,0.912207,0.648971,0.107117,0.590282,0.142647,7.010309,0.175466,0.011095
S1_Grao_3,60,11749,334,1029,487,1328,1350.937300,10044.000000,145.477015,298.350105,355.269794,129.000000,69.140468,258.000000,237.000000,113.085888,778.541197,25064.000000,795.366903,266.542706,137.364455,301.951918,301.042357,145.477015,298.350105,3.802567,1.521918,0.231412,1.865767,0.069159,1.940405,0.588752,0.400734,0.262980,0.918605,0.081395,0.576297,0.400734,0.515356,0.576297,0.400734,0.140262,0.231412,0.487605,2.050840,0.069159,0.002245
S1_Grao_3,63,69,352,497,359,509,33.213203,69.000000,8.485281,9.192388,29.446215,10.000000,7.400000,12.000000,7.000000,9.373021,33.213203,73.000000,31.808503,11.993276,7.380556,12.000000,13.000000,8.485281,9.192388,1.127928,0.939411,0.884615,1.351351,0.786027,1.624983,0.957707,0.945205,0.886582,0.583333,0.416667,1.000000,0.945205,0.615391,1.000000,0.945205,0.610094,0.884615,0.923077,1.083333,0.786027,0.424218
S1_Grao_3,65,365,356,0,382,32,89.124892,365.000000,11.700427,38.832770,67.725367,40.000000,9.200000,37.000000,18.000000,21.557654,85.225397,410.000000,94.530667,41.416579,11.512185,38.832976,39.832770,11.700427,38.832770,1.315975,0.881845,0.803328,4.347826,0.577437,3.597630,1.060654,0.890244,0.759893,0.486486,0.513514,0.956247,0.890244,0.277961,0.956247,0.890244,0.308178,0.803328,0.301303,3.318919,0.577437,0.142955
S1_Grao_3,66,80,362,126,374,134,36.284271,80.000000,8.485281,9.899495,31.706618,11.000000,7.181818,11.000000,8.000000,10.092530,34.627417,85.000000,32.617347,12.214612,8.536583,12.041595,13.041492,8.485281,9.899495,1.144375,0.986802,0.952381,1.531646,0.763595,1.430855,0.898939,0.941176,0.873839,0.727273,0.272727,0.954337,0.941176,0.698883,0.954337,0.941176,0.702477,0.952381,0.857143,1.166667,0.763595,0.510865
S1_Grao_3,67,54,366,889,373,900,30.627417,54.000000,7.778175,7.778175,26.049645,9.000000,6.555556,10.000000,7.000000,8.291860,30.627417,60.000000,28.945894,10.989184,6.480146,11.000000,12.000000,7.778175,7.778175,1.175733,0.984402,0.892562,1.372881,0.723407,1.695823,0.945097,0.900000,0.850534,0.700000,0.300000,1.000000,0.900000,0.589684,1.000000,0.900000,0.568223,0.892562,1.000000,1.000000,0.723407,0.366893
S1_Grao_3,72,1193,394,1221,436,1273,174.793939,1193.000000,30.055090,60.142848,122.440517,61.000000,19.622951,56.000000,37.000000,38.974027,156.267027,1395.000000,159.080576,60.661276,28.171171,60.216277,61.216011,30.055090,60.142848,1.427583,0.968946,0.659992,3.108605,0.490679,2.153310,0.910103,0.855197,0.700485,0.660714,0.339286,0.894007,0.855197,0.464401,0.894007,0.855197,0.418912,0.659992,0.499728,2.001087,0.490679,0.135662
S1_Grao_3,74,578,398,1535,439,1558,77.497475,578.000000,23.000000,41.000000,85.225361,36.000000,13.904762,41.000000,25.000000,27.128075,74.183766,793.000000,123.306629,47.140586,24.278680,41.580254,42.484840,23.000000,41.000000,0.909324,0.605449,0.612937,2.589041,1.209379,1.941645,1.591105,0.728878,1.099718,0.609756,0.390244,0.957241,0.728878,0.515027,0.957241,0.728878,0.425661,0.612937,0.560976,1.782609,1.209379,0.315531
S1_Grao_3,78,682,424,0,464,49,177.036580,682.000000,30.600000,55.400000,92.575724,28.000000,12.087719,52.000000,33.000000,29.467768,136.610173,1265.000000,146.739935,56.609627,30.737047,55.946403,56.946401,30.600000,55.400000,1.912343,1.029282,0.402303,2.316401,0.273444,1.841739,0.828868,0.539130,0.522919,0.634615,0.365385,0.771649,0.539130,0.542965,0.771649,0.539130,0.277428,0.402303,0.552347,1.810458,0.273444,0.030519
S1_Grao_3,82,4418,445,142,535,263,510.281313,4418.000000,72.049791,124.044486,235.623058,93.000000,38.304000,115.000000,105.000000,75.001149,350.433550,6889.000000,370.672782,117.737769,65.816693,125.300059,125.907877,72.049791,124.044486,2.165668,1.301112,0.494328,2.427945,0.213214,1.788874,0.726409,0.641312,0.461751,0.913043,0.086957,0.686746,0.641312,0.559011,0.686746,0.641312,0.358289,0.494328,0.580838,1.721649,0.213214,0.037763
S1_Grao_3,83,385,451,1040,471,1071,95.781746,385.000000,19.230185,29.963311,69.556112,30.000000,12.741935,29.000000,21.000000,22.140398,85.497475,455.000000,84.477950,30.274971,17.422352,31.256999,32.256784,19.230185,29.963311,1.377043,0.973520,0.668171,2.354430,0.527357,1.737709,0.881984,0.846154,0.726194,0.724138,0.275862,0.892628,0.846154,0.575470,0.892628,0.846154,0.501737,0.668171,0.641791,1.558140,0.527357,0.176795
S1_Grao_3,84,65,456,53,467,63,34.284271,65.000000,5.656854,11.313708,28.579960,12.000000,5.500000,12.000000,6.000000,9.097284,34.284271,71.000000,33.127064,13.205229,6.367161,12.083046,13.083040,5.656854,11.313708,1.199591,1.010110,1.015625,2.181818,0.694918,2.073959,0.966247,0.915493,0.833617,0.500000,0.500000,1.000000,0.915493,0.482170,1.000000,0.915493,0.566853,1.015625,0.500000,2.000000,0.694918,0.400071
S1_Grao_3,85,64,457,0,475,4,22.727922,64.000000,4.000000,18.000000,28.359262,19.000000,3.368421,18.000000,4.000000,9.027033,22.727922,70.000000,45.345804,18.794029,4.547846,18.000000,19.000000,4.000000,18.000000,0.801429,0.516544,0.888889,5.640625,1.556935,4.132513,1.995158,0.914286,1.247772,0.222222,0.777778,1.000000,0.914286,0.241984,1.000000,0.914286,0.251504,0.888889,0.222222,4.500000,1.556935,0.348067
S1_Grao_3,86,146,462,65,479,86,74.325902,146.000000,11.341436,24.653207,42.833283,20.000000,5.692308,23.000000,16.000000,13.634257,64.769553,229.000000,66.255059,26.359273,11.018527,24.698178,25.698171,11.341436,24.653207,1.735237,1.032458,0.522169,3.513514,0.332110,2.392268,0.891413,0.637555,0.576290,0.695652,0.304348,0.871426,0.637555,0.418013,0.871426,0.637555,0.304743,0.522169,0.460039,2.173729,0.332110,0.052848
S1_Grao_3,87,646,466,449,498,510,177.965512,646.000000,22.347438,64.253270,90.099253,48.000000,10.046154,55.000000,42.000000,28.679483,160.124892,1144.000000,169.571968,73.304031,20.418260,64.257295,65.257100,22.347438,64.253270,1.975216,1.027506,0.449893,4.777948,0.256313,3.590121,0.952836,0.564685,0.506274,0.763636,0.236364,0.899752,0.564685,0.278542,0.899752,0.564685,0.199204,0.449893,0.347802,2.875196,0.256313,0.022971
S1_Grao_3,88,56,467,967,480,974,25.798990,43.000000,6.790998,13.096924,23.245514,8.000000,3.714286,12.000000,8.000000,7.399277,35.798990,45.000000,35.385082,7.832426,7.290673,13.152946,14.152858,6.790998,13.096924,1.109848,0.648610,0.483466,2.153846,0.811845,1.074308,1.371569,0.955556,0.901024,0.666667,0.333333,1.387612,0.955556,0.930832,1.387612,0.955556,0.316470,0.483466,0.518519,1.928571,0.811845,0.124214
S1_Grao_3,90,158,469,997,485,1014,57.497475,158.000000,12.969194,14.310835,44.558799,15.000000,11.466667,17.000000,16.000000,14.183506,54.183766,192.000000,53.306480,15.993720,13.892681,17.464249,18.464149,12.969194,14.310835,1.290373,1.053838,0.851293,1.308140,0.600578,1.151234,0.927110,0.822917,0.774970,0.941176,0.058824,0.942368,0.822917,0.868633,0.942368,0.822917,0.659580,0.851293,0.906250,1.103448,0.600578,0.337222
S1_Grao_3,91,891,470,1329,498,1370,131.338095,891.000000,27.278577,41.656298,105.814159,41.000000,21.547619,39.000000,34.000000,33.681693,119.740115,958.000000,117.386903,42.567992,27.117967,44.011362,45.011165,27.278577,41.656298,1.241215,0.952624,0.784107,1.902762,0.649092,1.569734,0.893777,0.930063,0.805662,0.871795,0.128205,0.911694,0.930063,0.637051,0.911694,0.930063,0.585677,0.784107,0.654849,1.527070,0.649092,0.298085
S1_Grao_3,97,52,480,1264,492,1275,38.769553,52.000000,4.139172,13.640453,25.562693,14.000000,3.428571,13.000000,5.000000,8.136858,36.526912,65.000000,35.322312,16.745496,4.642506,13.892444,14.892433,4.139172,13.640453,1.516646,1.090280,0.921003,4.083333,0.434742,3.606995,0.911084,0.800000,0.659350,0.384615,0.615385,0.942155,0.800000,0.277239,0.942155,0.800000,0.343049,0.921003,0.303448,3.295455,0.434742,0.137356
S1_Grao_3,103,139,492,85,517,111,84.367532,139.000000,6.158047,33.378966,41.793845,35.000000,4.314286,33.000000,7.000000,13.303394,77.882251,196.000000,80.227428,38.528925,5.922326,33.421550,34.421491,6.158047,33.378966,2.018659,1.066944,0.676237,8.112583,0.245400,6.505708,0.950928,0.709184,0.495378,0.212121,0.787879,0.923131,0.709184,0.153711,0.923131,0.709184,0.158443,0.676237,0.184489,5.420382,0.245400,0.026293
S1_Grao_3,104,6929,497,0,629,107,359.851334,6897.000000,107.000000,132.000000,294.398129,73.000000,73.338346,145.000000,124.000000,93.709835,223.459415,10940.000000,445.411817,145.424242,102.220231,152.802772,153.741590,107.000000,132.000000,1.222329,0.752827,0.488318,0.995387,0.669305,1.422656,1.237766,0.630439,0.818110,0.855172,0.144828,0.620977,0.630439,0.702911,0.620977,0.630439,0.376104,0.488318,0.810606,1.233645,0.669305,0.122923
S1_Grao_3,105,1025,497,282,551,356,299.404112,1025.000000,55.204690,64.490271,113.492422,39.000000,19.323077,74.000000,54.000000,36.125760,219.580736,2604.000000,232.442819,91.785249,44.120940,77.371598,77.654349,55.204690,64.490271,2.638098,1.250696,0.287908,2.018312,0.143687,2.080310,0.776351,0.393625,0.379061,0.729730,0.270270,0.733393,0.393625,0.480698,0.733393,0.393625,0.218007,0.287908,0.856016,1.168203,0.143687,0.009019
S1_Grao_3,106,5033,509,1146,629,1363,684.317893,5033.000000,120.000000,217.000000,251.488654,77.000000,33.899083,208.000000,150.000000,80.051325,354.972655,16683.000000,649.577238,221.520478,110.850446,218.154582,218.009190,120.000000,217.000000,2.721069,1.015308,0.193280,2.271448,0.135058,1.998372,0.949233,0.301684,0.367503,0.721154,0.278846,0.518725,0.301684,0.500407,0.518725,0.301684,0.134651,0.193280,0.552995,1.808333,0.135058,0.003515
